Counter,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,label
11,0.21,-0.1,-0.96,7.32,-0.12,1.59,30.66,30.88,0.15,idle
11,0.21,-0.1,-0.97,3.3,0.37,0.67,30.49,31.19,0.78,idle
11,0.21,-0.08,-0.97,12.7,-2.14,1.89,30.81,30.76,0.96,idle
11,0.22,-0.1,-1.04,25.09,-3.91,1.34,31.04,30.24,1.09,idle
11,0.25,0.01,-1.05,150.09,-45.04,11.72,31.3,29.15,0.68,idle
11,0.28,0.22,-1.01,230.59,-56.03,15.44,32.07,24.37,0.71,idle
11,0.25,0.35,-0.78,242,-66.1,-9.58,34.01,19.64,1.17,idle
11,0.41,0.61,-0.57,182.37,-51.64,-3.72,35.06,14.83,-1.05,idle
11,0.43,0.87,-0.63,204.16,-52.31,-17.58,36.4,12.02,-3.08,idle
12,0.51,0.78,0.16,149.05,-62.01,2.69,37.98,9.31,-18.07,idle
12,0.42,0.74,0.09,179.99,-94.12,29.36,37.33,10.03,-20.31,idle
12,0.41,0.5,0.36,140.01,-63.42,8.67,36.52,12.82,-24.38,idle
12,0.45,0.91,0.67,98.88,-50.54,33.33,34.77,15.23,-25.7,idle
12,0.39,0.68,0.73,124.21,-34.79,-7.93,32.54,17.04,-25.78,idle
12,0.36,0.48,0.78,90.52,-26.43,5.49,32.09,19.46,-25.51,idle
12,0.34,0.57,0.75,107.36,-7.93,4.09,31.74,20.63,-26.55,idle
12,0.33,0.47,0.77,53.65,-0.12,4.33,30.99,21.7,-25.98,idle
12,0.33,0.46,0.78,36.19,-0.31,5.19,31.48,22.47,-25.04,idle
12,0.33,0.43,0.81,14.4,-1.1,5.37,31.57,22.56,-25.18,idle
12,0.33,0.42,0.83,9.89,-1.22,4.33,31.1,22.63,-26.23,idle
12,0.32,0.41,0.84,15.2,1.22,0.43,30.92,22.06,-25.71,idle
12,0.33,0.42,0.8,5.13,-0.43,3.48,30.74,22.44,-25.66,idle
12,0.32,0.41,0.84,13,0,1.46,30.79,22.11,-24.61,idle
12,0.32,0.39,0.84,20.45,4.52,-1.77,31.03,22.19,-26.42,idle
12,0.33,0.36,0.83,14.47,1.16,1.59,31.05,22.77,-25.52,idle
12,0.32,0.37,0.87,15.08,3.17,2.26,30.87,23.24,-25.65,idle
12,0.35,0.4,0.96,16.3,4.76,7.93,31.54,23.4,-25.83,idle
12,0.32,0.36,0.82,21.67,0.98,1.59,31.37,23.19,-25.5,idle
12,0.33,0.33,0.87,22.22,0.37,0.79,31.76,22.31,-23.95,idle
12,0.33,0.32,0.87,10.25,0.49,2.01,31.7,22.72,-25.82,idle
12,0.33,0.31,0.9,16.36,2.5,-1.04,31.85,23.63,-25.66,idle
12,0.32,0.25,0.86,9.22,3.72,0.55,31.48,23.67,-24.55,idle
12,0.33,0.31,0.93,-0.61,1.4,2.87,31.85,23.57,-24.35,idle
12,0.33,0.28,0.91,19.84,13.55,-2.26,30.99,23.68,-24.78,idle
12,0.34,0.25,0.88,9.16,13.43,0.49,32.56,23.62,-24.37,idle
12,0.35,0.26,0.9,6.35,1.1,0.06,32.82,23.38,-25.31,idle
12,0.35,0.26,0.86,-9.52,6.84,1.59,32.81,23.5,-26.04,idle
12,0.36,0.25,0.82,-42.24,6.9,3.3,33.07,23.79,-26.23,idle
12,0.35,0.33,0.89,-64.94,8.24,3.97,33.13,22.97,-26.17,idle
13,0.39,0.41,0.84,-69.4,22.16,-15.01,33.42,20.24,-25.99,idle
13,0.39,0.46,0.72,-26.86,12.57,25.21,33.64,19.19,-26.2,idle
13,0.37,0.61,0.68,-35.34,4.09,13.55,33.72,17.42,-25.49,idle
13,0.4,0.63,0.61,-30.88,6.1,6.29,34.41,16.71,-25.56,idle
13,0.38,0.61,0.72,-12.15,5,-5.43,34.47,16.14,-24.55,idle
13,0.39,0.66,0.62,4.88,-1.77,-16.3,34.66,16.71,-25.12,idle
13,0.41,0.52,0.41,-53.59,21.55,25.7,34.5,16.71,-25.37,idle
13,0.37,0.69,0.67,-53.41,1.65,31.43,34.42,14.56,-23.63,idle
13,0.36,0.67,0.58,3.05,1.95,24.78,33.4,13.96,-23.91,idle
13,0.33,0.72,0.62,-40.04,-1.4,16.54,33.54,12.7,-22.81,idle
13,0.35,0.75,0.5,-13.31,9.52,28.56,33.17,11.28,-22.42,idle
13,0.38,0.8,0.53,-10.56,3.48,20.87,33.08,10.68,-22.17,idle
13,0.2,0.85,0.71,40.77,10.8,18.55,33.09,9.91,-21.59,idle
13,0.29,0.7,0.37,-5.43,28.56,4.03,33.31,9.41,-21.24,idle
13,0.3,0.77,0.58,32.9,-25.33,6.84,33.08,8.69,-21.15,idle
13,0.29,0.78,0.61,12.21,-3.42,-5.19,32.97,9.07,-21.98,idle
13,0.3,0.84,0.61,27.83,-1.95,-12.15,33.02,9.46,-22.11,idle
13,0.31,0.57,0.55,91,-2.38,-6.41,33.42,10.71,-23.94,idle
13,0.37,0.69,0.76,57.13,8.24,1.53,33.34,11.83,-24.6,idle
13,0.31,0.61,0.68,79.96,18.74,-9.83,34.18,12.6,-24.27,idle
13,0.33,0.45,0.75,81.91,9.28,-4.03,34.46,14.26,-23.71,idle
13,0.35,0.44,0.82,36.99,9.95,3.42,33.96,14.5,-24.56,idle
13,0.35,0.44,0.81,62.38,16.54,-2.93,34.17,14.89,-24.65,idle
13,0.36,0.35,0.8,42.79,4.82,-1.46,34.75,15.06,-24.3,idle
13,0.36,0.36,0.9,77.27,11.05,-2.32,35.39,16.63,-23.95,idle
13,0.37,0.21,0.81,105.16,6.65,-9.52,35.22,18.18,-25.07,idle
13,0.38,0.13,0.86,88.81,1.71,-3.05,35.58,19.17,-25.39,idle
13,0.38,0.05,0.93,103.03,5.31,-6.23,35.62,20.1,-24.34,idle
13,0.38,-0.06,0.91,116.46,-5.49,1.65,35.25,21.72,-24.19,idle
13,0.38,-0.17,0.91,102.6,-7.02,1.71,35.28,22.42,-22.56,idle
14,0.33,-0.42,0.81,106.45,-12.33,-9.4,34.29,26.46,-21.36,idle
14,0.33,-0.6,0.73,165.95,-21.24,-31.31,33.78,28.71,-19.95,idle
14,0.3,-0.67,0.62,117.13,-17.88,-20.57,32.59,29.82,-17.64,idle
14,0.23,-0.61,0.66,79.16,-15.2,-41.14,31.6,29.9,-16.82,idle
14,0.23,-1.06,0.63,92.59,-20.81,-28.38,29.55,30.74,-15.89,idle
14,0.18,-0.82,0.49,47.06,-12.82,-10.86,29.08,30.19,-15.16,idle
14,0.17,-0.95,0.57,9.64,-8.12,-5.8,28.71,29.79,-14.21,idle
14,0.17,-0.83,0.39,16.97,6.59,0.85,28.43,29.57,-14.62,idle
14,0.16,-0.91,0.47,11.78,-2.62,-3.48,28.66,29.74,-13.75,idle
14,0.16,-0.88,0.41,20.08,1.77,-1.46,28.54,29.03,-14.17,idle
14,0.16,-0.92,0.42,8.42,0.61,-2.32,27.94,29.04,-14.66,idle
14,0.16,-0.93,0.45,12.94,0.55,-0.85,27.92,29.22,-14.01,idle
14,0.15,-0.88,0.38,7.32,1.28,-0.85,28.5,29.71,-13.32,idle
14,0.16,-0.98,0.38,10.86,0.92,-1.95,28.32,29.75,-13.53,idle
14,0.16,-0.92,0.36,26.79,-1.22,-2.5,28.14,29.77,-14.01,idle
14,0.14,-0.95,0.4,1.28,-2.14,-1.83,27.37,29.98,-14.06,idle
14,0.14,-0.99,0.44,-6.35,1.28,0.92,28.02,29.22,-14.11,idle
14,0.16,-0.84,0.3,2.81,8.36,4.39,28.41,30.05,-14.4,idle
14,0.15,-0.97,0.41,-4.94,-1.22,-2.2,28.08,29.79,-13.98,idle
14,0.16,-0.9,0.36,5.13,3.17,0.98,28.11,30.03,-13.64,idle
14,0.15,-0.93,0.36,-1.4,0.24,-0.85,28.74,30.26,-14,idle
14,0.15,-0.92,0.37,5.13,3.6,1.59,28.38,29.94,-14.27,idle
14,0.15,-0.94,0.36,2.5,1.4,2.08,28.21,30.07,-13.43,idle
14,0.15,-0.96,0.38,0.55,0.73,-0.85,28.87,29.82,-14.21,idle
14,0.16,-0.91,0.32,11.78,3.42,1.83,28.71,29.47,-13.21,idle
14,0.15,-0.93,0.36,4.27,-1.1,-0.37,28.41,29.32,-13.11,idle
14,0.15,-0.93,0.34,14.53,1.22,3.85,27.92,29.16,-13.56,idle
14,0.16,-0.94,0.32,21.79,-2.08,4.52,28.45,30.1,-13.51,idle
14,0.16,-0.94,0.3,24.41,-1.04,5.43,27.93,29.88,-13.39,idle
14,0.16,-0.97,0.27,32.59,-1.71,4.27,28.33,30.14,-13.04,idle
15,0.17,-0.94,0.14,68.66,-6.29,18.01,30.73,30.87,-10.22,idle
15,0.19,-0.99,0.04,76.97,-12.45,15.87,31.29,30.63,-10.55,idle
15,0.2,-0.88,0,90.21,-13.73,12.02,31.92,31.09,-10.3,idle
15,0.21,-0.96,-0.1,83.98,-9.95,-2.2,31.95,30.48,-8.76,idle
15,0.21,-0.94,-0.18,105.35,-6.16,-6.53,31.98,30.07,-7.87,idle
15,0.19,-0.95,-0.3,73.36,-0.31,-8.3,31.85,29.59,-7.46,idle
15,0.18,-0.9,-0.32,89.23,1.95,-13.49,31.3,29.57,-7.15,idle
15,0.15,-0.95,-0.42,35.89,10.44,-15.01,30.75,28.67,-6.31,idle
15,0.15,-0.88,-0.45,51.57,0.49,-10.74,29.91,28.85,-6.03,idle
15,0.14,-0.91,-0.47,22.95,3.85,-7.02,29.65,28.19,-6.93,idle
15,0.13,-0.83,-0.45,34.24,0.06,0.85,30.18,28.7,-6.6,idle
15,0.14,-0.85,-0.55,21.18,4.39,-3.97,29.46,28.16,-5.68,idle
15,0.13,-0.89,-0.52,17.33,-1.22,2.56,29.44,27.48,-5.65,idle
15,0.13,-0.81,-0.54,20.69,1.4,-1.04,29.93,27.69,-5.96,idle
15,0.12,-0.91,-0.59,4.21,2.01,0.24,29.16,28.6,-4.88,idle
15,0.13,-0.82,-0.58,5.25,1.89,1.95,29.63,27.99,-5.6,idle
15,0.12,-0.87,-0.59,-2.69,3.3,-0.92,29.66,27.56,-4.86,idle
15,0.13,-0.82,-0.56,9.16,1.46,2.08,29.49,27.65,-4.46,idle
15,0.13,-0.81,-0.54,8,0.24,0.43,29.43,27.59,-5.27,idle
15,0.13,-0.83,-0.6,11.17,-0.06,-0.37,30.13,27.6,-5.1,idle
15,0.14,-0.78,-0.57,11.78,-0.37,2.5,29.7,27.23,-4.86,idle
15,0.13,-0.82,-0.59,1.53,0.43,-0.18,29.27,27.22,-5.07,idle
15,0.13,-0.82,-0.58,7.63,14.71,2.5,29.48,27.17,-5.3,idle
15,0.13,-0.8,-0.61,2.5,0.49,0.06,29.36,27.23,-4.8,idle
15,0.14,-0.81,-0.61,6.77,-0.79,0.43,29.46,27.77,-5.51,idle
15,0.13,-0.8,-0.62,6.84,-0.55,0.79,29.65,27.32,-5.97,idle
15,0.14,-0.79,-0.62,4.21,0.24,1.89,29.98,27.15,-4.77,idle
15,0.13,-0.82,-0.64,7.02,-0.37,2.01,30.79,27.95,-5.21,idle
15,0.14,-0.77,-0.64,8.36,-4.21,7.14,30.58,26.94,-4.35,idle
15,0.15,-0.79,-0.65,3.11,-2.38,5.19,30.55,26.75,-5.1,idle
16,0.16,-0.75,-0.66,2.44,3.85,-1.04,30.87,26.57,-4.13,idle
16,0.16,-0.79,-0.67,8.73,-0.24,1.59,30.96,26.98,-3.54,idle
16,0.16,-0.75,-0.65,-0.67,3.17,-0.18,31.19,27.15,-4.36,idle
16,0.16,-0.75,-0.65,2.81,2.26,0.49,30.7,26.72,-3.89,idle
16,0.16,-0.74,-0.63,12.27,-0.49,3.23,31.25,26.78,-4.37,idle
16,0.15,-0.77,-0.68,0.55,2.5,0.24,31.25,26.99,-4.59,idle
16,0.17,-0.72,-0.65,16.11,0.43,2.32,30.7,26.98,-5.18,idle
16,0.16,-0.74,-0.68,9.34,1.04,1.4,30.65,26.23,-3.69,idle
16,0.17,-0.73,-0.69,6.84,4.58,-1.22,31.43,26.4,-3.75,idle
16,0.17,-0.7,-0.66,7.81,-0.67,2.5,31.26,26.06,-2.17,idle
16,0.16,-0.75,-0.69,3.66,2.01,-1.71,31.21,25.78,-2.87,idle
16,0.17,-0.69,-0.69,6.96,1.28,2.01,31.38,25.33,-3.6,idle
16,0.16,-0.73,-0.71,-2.01,3.17,-0.49,31.15,25.94,-3.77,idle
16,0.16,-0.73,-0.71,-5.31,4.46,-0.61,31.6,26.05,-2.56,idle
16,0.16,-0.69,-0.66,1.1,0.85,2.87,31.19,26.04,-3.8,idle
16,0.15,-0.74,-0.71,-4.09,2.75,-1.16,30.99,25.94,-2.94,idle
16,0.16,-0.73,-0.71,2.62,2.81,-0.98,31.2,25.96,-2.43,idle
16,0.15,-0.71,-0.69,-3.85,3.91,-0.24,30.63,26.23,-3.45,idle
16,0.15,-0.75,-0.71,4.21,3.42,0.31,30.85,25.93,-2.6,idle
16,0.15,-0.7,-0.68,2.14,1.95,-0.37,30.42,26.26,-3.49,idle
16,0.15,-0.72,-0.7,1.53,2.75,0.37,30.22,26.34,-2.42,idle
16,0.15,-0.69,-0.65,4.58,0.12,2.56,30.86,25.57,-2.28,idle
16,0.15,-0.71,-0.69,3.05,1.83,-0.18,30.46,26.09,-2.66,idle
16,0.15,-0.71,-0.68,2.75,-0.61,2.56,30.62,26.22,-2.73,idle
16,0.15,-0.74,-0.76,6.04,2.81,-1.71,30.55,26.04,-3.03,idle
16,0.15,-0.68,-0.67,3.78,-0.31,2.87,30.8,25.99,-2.75,idle
16,0.14,-0.79,-0.8,4.39,1.77,-2.14,30.4,25.96,-2.06,idle
16,0.17,-0.65,-0.73,3.54,6.84,-1.16,30.66,26.2,-3.99,idle
16,0.15,-0.67,-0.66,4.58,-1.28,3.66,30.91,25.79,-2.89,idle
16,0.14,-0.75,-0.76,5.07,1.77,-2.2,30.94,25.59,-2.64,idle
17,0.15,-0.74,-0.76,-1.1,1.95,-0.06,30.79,25.43,-3.37,idle
17,0.15,-0.66,-0.74,7.08,2.32,0.31,30.51,25.21,-2.54,idle
17,0.16,-0.67,-0.74,3.78,1.04,0.24,30.64,25.39,-2.72,idle
17,0.15,-0.67,-0.75,8.91,0.85,1.46,30.52,25.51,-3.98,idle
17,0.16,-0.65,-0.73,7.39,0.85,1.16,30.97,24.83,-2.32,idle
17,0.15,-0.69,-0.78,1.83,0.85,0.92,30.58,24.43,-2.26,idle
17,0.15,-0.66,-0.78,8.06,2.87,0.43,30.93,24.73,-2.42,idle
17,0.15,-0.64,-0.74,-0.55,3.3,0.49,31.38,23.58,-0.94,idle
17,0.15,-0.67,-0.75,8.12,0,0.98,30.85,24.87,-2.08,idle
17,0.16,-0.63,-0.72,5.74,-0.18,0.49,31.01,24.24,-2.21,idle
17,0.14,-0.66,-0.76,5.19,1.59,0.06,30.7,24.05,-1.9,idle
17,0.15,-0.66,-0.77,6.23,1.22,0,30.74,24.35,-2.43,idle
17,0.15,-0.65,-0.79,0.18,1.77,-0.06,30.55,24.43,-3.65,idle
17,0.15,-0.62,-0.77,8.42,1.4,0.85,30.66,24.08,-3.32,idle
17,0.15,-0.64,-0.78,3.85,0.92,0.61,30.36,23.89,-2.25,idle
17,0.14,-0.7,-0.89,6.53,0.61,-1.28,30.31,24.65,-2.23,idle
17,0.16,-0.57,-0.85,13.24,7.75,-2.69,30.58,23.83,-1.46,idle
17,0.16,-0.59,-0.8,15.87,5.8,2.81,30.54,23.93,-2.44,idle
17,0.15,-0.58,-0.78,28.87,0.43,1.89,30.77,23.45,-2.12,idle
17,0.15,-0.56,-0.79,33.39,-1.4,-0.49,30.68,22.74,-1.86,idle
17,0.15,-0.56,-0.85,30.7,1.16,1.16,30.74,22.77,-2.14,idle
17,0.15,-0.52,-0.89,10.74,2.32,0.79,31.25,22.3,-0.9,idle
17,0.16,-0.5,-0.86,33.33,-1.53,3.6,30.93,22.12,-1.6,idle
17,0.16,-0.47,-0.9,23.86,2.56,2.26,30.79,21.7,-0.07,idle
17,0.16,-0.45,-0.87,21.42,1.1,5,31.1,22.01,-0.85,idle
17,0.16,-0.44,-0.9,14.47,2.14,1.53,31.09,21.7,-0.18,idle
17,0.16,-0.43,-0.91,7.69,2.2,1.77,30.93,20.98,-0.17,idle
17,0.16,-0.42,-0.9,17.58,1.1,1.83,30.93,20.09,-1.59,idle
17,0.15,-0.42,-0.91,11.05,1.71,1.34,30.54,20.4,0.29,idle
17,0.16,-0.37,-0.88,17.03,5.13,1.34,30.9,20.59,0.38,idle
18,0.15,-0.36,-0.91,7.75,4.52,3.36,30.37,20.15,-0.16,idle
18,0.15,-0.34,-0.92,9.4,2.87,3.05,30.53,19.74,-1.28,idle
18,0.14,-0.34,-0.95,8.18,4.64,3.97,30.74,19.58,-1.07,idle
18,0.14,-0.35,-0.97,10.07,3.11,3.17,30.62,18.69,-0.54,idle
18,0.14,-0.32,-0.97,11.35,3.36,1.89,30.54,18.42,-0.93,idle
18,0.14,-0.32,-0.93,10.99,3.66,3.17,30.37,17.61,1.2,idle
18,0.14,-0.29,-0.95,7.75,2.75,1.89,30.13,17.97,-0.54,idle
18,0.14,-0.29,-0.91,6.65,2.81,2.01,30.49,17.2,-0.04,idle
18,0.14,-0.29,-0.99,8.67,1.34,1.89,29.86,17.65,-1.53,idle
18,0.15,-0.27,-0.95,8.67,2.5,2.01,30.65,18.19,-0.45,idle
18,0.14,-0.28,-0.95,6.35,2.14,2.56,30.3,17.66,-0.45,idle
18,0.13,-0.28,-0.98,9.4,4.09,1.59,30.37,16.8,0.51,idle
18,0.14,-0.25,-0.94,5.37,1.04,2.26,30.15,17.08,-0.07,idle
18,0.14,-0.25,-0.97,5.92,1.46,2.69,29.68,16.72,-0.43,idle
18,0.14,-0.24,-0.97,9.4,2.08,1.46,30.16,17.02,1.06,idle
18,0.14,-0.24,-0.97,8.61,2.81,2.62,29.93,16.16,-0.48,idle
18,0.14,-0.21,-0.97,10.44,2.44,2.14,30.41,15.8,0.28,idle
18,0.14,-0.22,-0.98,10.01,2.81,2.26,29.52,16.08,-0.2,idle
18,0.11,-0.17,-0.98,15.69,4.46,4.64,29.6,15.84,-0.98,idle
18,0.13,-0.2,-0.99,13.12,3.91,3.05,29.79,16.03,0,idle
18,0.13,-0.17,-0.95,9.28,1.71,3.23,29.92,15.05,-0.51,idle
18,0.14,-0.16,-1,14.22,2.56,2.56,29.46,15.22,-0.46,idle
18,0.13,-0.15,-1.01,9.28,5.25,4.03,29.76,14.48,-0.35,idle
18,0.13,-0.14,-0.97,8.36,0.73,2.44,30.08,14.58,-0.09,idle
18,0.13,-0.15,-1.01,7.57,3.36,1.28,29.8,14.95,-1.03,idle
18,0.13,-0.13,-0.94,5.43,0.49,1.83,29.2,14.55,-0.02,idle
18,0.13,-0.13,-1.01,3.05,2.44,0.98,29.49,14.26,0.38,idle
18,0.13,-0.14,-0.98,4.21,1.16,1.04,29.97,14.78,-1.2,idle
18,0.14,-0.12,-0.96,2.69,0.49,1.16,29.85,14.01,-0.73,idle
18,0.13,-0.13,-1.01,4.7,1.95,-0.06,30.16,13.89,-1.29,idle
19,0.13,-0.1,-0.97,7.32,0.79,1.46,30.09,14.33,-0.7,idle
19,0.13,-0.08,-0.95,8.73,1.34,2.5,30.22,13.64,-1.06,idle
19,0.13,-0.09,-0.99,7.63,2.44,2.2,30.25,13.95,-1.27,idle
19,0.13,-0.09,-0.98,7.14,2.01,1.95,30.64,14.25,-0.22,idle
19,0.13,-0.07,-0.96,12.57,2.38,2.38,30.08,13.2,-2.23,idle
19,0.13,-0.06,-0.97,11.41,-0.85,3.17,29.55,12.92,-0.9,idle
19,0.13,-0.04,-1,20.94,2.32,2.62,29.65,12.29,-0.46,idle
19,0.13,-0.02,-1.01,20.94,0.49,2.32,29.74,12.35,-0.99,idle
19,0.14,0.03,-0.95,24.84,-0.92,6.1,30.15,11.43,-1.18,idle
19,0.14,0.03,-1.02,15.5,3.85,2.44,30.1,11.02,-0.61,idle
19,0.13,0.03,-0.99,8.12,2.32,2.01,30.11,11.15,-1.32,idle
19,0.14,0.06,-0.99,13.06,2.87,2.75,30.07,10.77,-1.54,idle
19,0.13,0.05,-0.97,8.06,1.53,1.71,29.68,9.97,-1.39,idle
19,0.13,0.06,-0.99,5.49,2.87,2.14,30.62,10.5,-0.92,idle
19,0.13,0.05,-1.02,5.92,0.98,1.4,30.3,10.34,-1.1,idle
19,0.13,0.09,-1,3.36,2.93,1.53,29.61,9.86,-0.82,idle
19,0.13,0.07,-0.96,0,0.92,1.04,30.05,10.55,-1.22,idle
19,0.12,0.07,-1.01,-3.6,1.77,0.85,29.72,10.29,-2.04,idle
19,0.13,0.06,-1,-2.99,1.1,-0.37,30.15,10.95,-1.68,idle
19,0.13,0.08,-0.97,-5.31,3.17,1.16,29.24,11.45,-2.31,idle
19,0.12,0.06,-1.01,0,1.46,0.92,29.82,10.9,-1.72,idle
19,0.12,0.04,-0.98,-1.16,-0.18,-0.12,30.43,10.06,-1.17,idle
19,0.13,0.13,-1.09,0.49,9.4,2.5,30.09,9.88,-1.05,idle
19,0.14,0.07,-0.9,0.61,-0.31,1.59,29.9,10.05,-0.68,idle
19,0.12,0.07,-1.03,1.4,0.49,-0.43,29.49,10.19,-0.05,idle
19,0.13,0.05,-0.99,-2.2,3.42,-0.43,29.43,10.72,-1.42,idle
19,0.13,0.09,-0.84,-0.92,-2.08,1.95,29.71,10.47,-1.07,idle
19,0.13,0.03,-0.97,-1.16,-0.67,0.98,30.38,10.55,-1.81,idle
19,0.12,0.07,-1.02,-1.83,2.99,0.49,29.81,10.72,-1.73,idle
19,0.14,0.06,-0.95,-1.34,0.49,0.79,30.27,10.28,-1.43,idle
20,0.13,0.04,-0.98,-2.69,1.28,-0.31,29.7,10.79,-1.59,idle
20,0.13,0.04,-0.98,-6.1,0.49,0,29.7,11.1,-0.51,idle
20,0.14,0.03,-1,-6.53,1.46,0.06,29.88,10.45,0.55,idle
20,0.13,0.01,-0.99,-11.6,-1.04,-1.34,30.13,11.12,-1.37,idle
20,0.15,0.05,-0.99,-15.63,-1.4,0.67,29.8,10.69,-1.16,idle
20,0.14,-0.02,-1,-15.08,-0.18,-0.61,30.05,11.13,-0.13,idle
20,0.14,-0.02,-0.98,-21.97,-1.28,3.05,29.7,11.19,-0.83,idle
20,0.14,-0.05,-1.01,-13.79,2.69,1.59,29.83,10.84,-0.06,idle
20,0.15,-0.05,-0.94,-10.44,-0.37,1.34,30.2,11.27,-0.34,idle
20,0.15,-0.08,-0.98,-8.97,2.81,1.16,29.83,11.71,-0.99,idle
20,0.15,-0.08,-0.97,-6.47,1.95,0.06,30.33,11.82,0.29,idle
20,0.15,-0.09,-1.03,-15.69,-0.31,0.61,30.11,12.11,-0.05,idle
20,0.15,-0.09,-0.87,-12.33,2.75,4.27,30.49,12.4,0.51,idle
20,0.15,-0.14,-0.92,-10.99,-3.17,3.6,30.13,11.67,-0.12,idle
20,0.14,-0.13,-1,-10.68,2.93,1.04,30.91,12.15,0.05,idle
20,0.16,-0.14,-0.91,-4.94,0.61,2.08,30.64,12.66,0.68,idle
20,0.14,-0.16,-0.99,-4.52,0,0.12,30.63,11.96,-0.59,idle
20,0.15,-0.15,-0.99,-2.32,2.26,0.37,30.64,12.43,0.39,idle
20,0.15,-0.14,-0.98,-0.67,2.5,-0.43,30.58,13.38,-0.18,idle
20,0.15,-0.15,-0.98,-0.79,2.81,0.06,30.07,13.23,0.23,idle
20,0.15,-0.16,-0.96,-0.49,1.95,0.43,30.86,12.18,0.02,idle
20,0.15,-0.13,-0.88,0.12,-0.49,0.67,30.51,13.16,0.82,idle
20,0.14,-0.16,-0.96,-1.28,-0.37,1.4,29.9,13.28,-0.21,idle
20,0.14,-0.16,-1.02,-3.66,4.58,-0.85,30.31,12.73,1.28,idle
20,0.15,-0.14,-0.92,-3.23,-0.31,1.59,30.69,13.45,-0.5,idle
20,0.13,-0.18,-1,-4.76,0.06,0.12,30.58,13.12,-0.59,idle
20,0.15,-0.17,-0.97,-9.16,2.14,1.1,31.05,13.43,-0.24,idle
20,0.14,-0.18,-1,-19.53,0,3.48,30.44,13.29,0.73,idle
20,0.16,-0.18,-0.94,-6.71,0.43,1.34,30.85,13.23,1.1,idle
20,0.15,-0.2,-0.95,-6.65,0.67,0.55,30.09,12.95,0.42,idle
21,0.16,-0.24,-1,-15.69,0.73,2.32,30.53,13.42,1.1,idle
21,0.16,-0.25,-0.95,-15.32,-4.82,5.62,30.55,13.45,0.9,idle
21,0.17,-0.23,-1,-21,0.79,6.16,31.14,13.56,-0.26,idle
21,0.17,-0.3,-0.92,-28.56,-2.32,0.55,30.55,13.35,1.34,idle
21,0.17,-0.33,-0.94,-42.18,2.2,5.49,30.63,14.06,0.55,idle
21,0.17,-0.33,-0.91,-19.29,4.21,1.1,31.49,14.83,1.26,idle
21,0.17,-0.35,-0.94,-8.91,6.47,1.77,30.94,14.7,0.71,idle
21,0.17,-0.36,-0.92,-9.52,3.05,-0.18,30.43,14.69,1.33,idle
21,0.16,-0.38,-0.92,-12.76,2.5,1.83,30.66,14.61,1.27,idle
21,0.16,-0.41,-0.92,-14.34,-0.06,3.05,30.97,15.37,1.34,idle
21,0.18,-0.36,-1,-12.27,5.07,3.66,30.58,15.2,1.12,idle
21,0.16,-0.44,-0.88,-19.96,-0.49,2.08,31.02,15.61,1.05,idle
21,0.18,-0.45,-0.89,-8.79,1.53,1.1,31.21,15.89,2.48,idle
21,0.17,-0.45,-0.87,-19.23,2.5,0.92,31.09,16.47,1.18,idle
21,0.17,-0.48,-0.88,-11.6,2.81,2.08,30.64,15.93,0.71,idle
21,0.17,-0.46,-0.86,-9.64,2.56,4.64,31.23,16.55,0.22,idle
21,0.17,-0.49,-0.88,-3.48,2.81,0,30.52,16.04,1.11,idle
21,0.17,-0.48,-0.85,-3.11,2.81,0.31,31.36,16.03,1.54,idle
21,0.16,-0.51,-0.88,-1.77,3.36,-0.12,30.35,16.66,1.56,idle
21,0.17,-0.47,-0.86,-1.1,3.17,1.22,31.03,16.11,2.23,idle
21,0.16,-0.5,-0.86,-1.16,2.38,0.79,30.6,16.19,1.9,idle
21,0.16,-0.49,-0.85,-1.46,2.38,0.06,30.53,16.42,3.02,idle
21,0.16,-0.5,-0.86,-4.58,1.71,0.67,30.64,17.04,1.45,idle
21,0.16,-0.5,-0.87,-4.09,1.28,0.06,30.79,17.18,0.15,idle
21,0.16,-0.48,-0.85,-4.15,2.38,1.53,30.46,16.6,1.65,idle
21,0.16,-0.52,-0.86,-3.85,0.49,0.12,30.35,17.29,0.52,idle
21,0.17,-0.5,-0.86,-5.49,3.72,2.26,30.2,16.7,0.62,idle
21,0.17,-0.53,-0.86,-10.56,3.11,2.99,30.73,16.38,1.05,idle
21,0.17,-0.51,-0.83,-6.29,1.89,1.4,31.45,16.38,0.63,idle
21,0.16,-0.53,-0.85,-2.75,2.75,0.37,31.48,16.59,1.04,idle
22,0.16,-0.54,-0.84,-4.58,3.17,-0.18,30.54,17.35,0.31,idle
22,0.16,-0.55,-0.85,-1.77,2.26,-0.06,29.69,17.5,-0.1,idle
22,0.16,-0.54,-0.83,-3.85,1.89,0.73,30.27,17.24,0.9,idle
22,0.16,-0.57,-0.83,-5.92,3.17,0.49,29.91,17.32,1.06,idle
22,0.16,-0.55,-0.82,-2.56,2.93,1.04,30.29,17.43,0.22,idle
22,0.15,-0.57,-0.83,-4.7,5.25,1.4,30.31,18.15,0.87,idle
22,0.16,-0.56,-0.82,-4.88,1.89,0.85,30.7,16.96,0.09,idle
22,0.15,-0.58,-0.82,-4.03,1.89,0.49,30.16,17.35,2.12,idle
22,0.15,-0.58,-0.81,-4.09,1.65,0.24,30.94,17.15,1.43,idle
