counter,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,label
24,0.11,-0.52,0.62,-95.7,-57.13,159.18,16.89,44.15,-40.2,forehand
24,-0.1,-0.36,0.52,-89.29,-59.02,184.39,19.6,37.95,-40.04,forehand
24,-0.18,0.18,0.72,-130.19,-67.75,199.52,20.75,30.1,-42.08,forehand
24,-0.18,0.38,0.87,-102.29,-27.71,170.72,20.2,21.47,-44.02,forehand
24,-0.23,0.41,0.79,-232.06,1.77,158.51,19.59,12.68,-44.67,forehand
24,-0.38,0.44,0.53,-98.27,-3.48,160.03,18.68,3.5,-43.86,forehand
24,-0.46,1,0.8,-91.43,14.89,162.66,16.37,-2.39,-44.6,forehand
24,-0.37,1.49,0.64,-16.3,44.62,79.71,15.52,-5.75,-44.02,forehand
24,-0.31,1.41,0.44,32.35,26.18,34.91,16.15,-6.77,-43.82,forehand
24,-0.23,0.91,0.44,13.12,9.52,-16.85,16.6,-5.93,-44.19,forehand
24,-0.2,0.61,0.66,19.35,-7.69,-10.99,17.16,-4.83,-45.34,forehand
24,-0.17,0.65,0.72,1.95,-0.79,-3.85,17.49,-4.54,-44.01,forehand
24,-0.13,0.72,0.73,7.45,-5.92,2.2,16.8,-3.77,-45.23,forehand
24,-0.12,0.72,0.74,3.66,-1.28,-7.39,16.85,-3.93,-44.35,forehand
24,-0.1,0.61,0.73,4.46,0.31,-6.96,16.82,-3.82,-45.09,forehand
24,-0.09,0.63,0.75,4.46,2.44,-3.42,16.93,-3.44,-45.89,forehand
24,-0.1,0.62,0.73,5.55,4.15,-2.69,16.87,-2.93,-46.57,forehand
24,-0.1,0.68,0.73,7.69,4.03,-0.49,17.27,-2.99,-45.62,forehand
24,-0.1,0.66,0.76,8.24,5.8,-6.41,17.59,-2.98,-45.86,forehand
24,-0.1,0.63,0.74,5.92,7.32,-8.06,17.31,-2.77,-45.61,forehand
25,0.42,-0.83,0.47,-10.01,4.39,-10.44,3.05,53.66,-28.98,forehand
25,0.39,-0.77,0.51,-23.5,-5.19,-8.36,2.26,53.42,-29.66,forehand
25,0.39,-0.79,0.52,3.17,-7.51,-13.98,1.7,53.15,-30.55,forehand
25,0.43,-0.92,0.51,-12.94,-10.74,-10.19,0.92,52.97,-29.98,forehand
25,0.54,-1.06,0.5,-6.77,-34.36,-0.24,0.61,53.23,-30.86,forehand
25,0.64,-1.41,0.46,-5.07,-52.98,23.68,-0.6,53.5,-31.52,forehand
25,0.42,-2.25,0.03,-111.21,-30.94,77.88,-0.33,53.43,-32.98,forehand
25,-0.65,-2.71,-0.08,-209.84,-22.4,265.75,2.17,51.01,-38.72,forehand
25,-1.99,-1.49,0.1,-228.09,-62.81,513.92,12.15,46.18,-43.88,forehand
25,-2.34,0.05,0.39,-287.72,-21.97,621.34,21.85,28.49,-44.62,forehand
25,-1.82,1.31,0.06,-131.16,-33.63,422.12,21.19,6.95,-42.74,forehand
25,-1.32,1.36,0.22,-177.31,-29.17,279.72,14.72,-5.91,-42.68,forehand
25,-1.1,2.4,0.22,3.48,54.32,176.82,8.2,-13.53,-38.75,forehand
25,-0.56,1.2,0.14,-38.21,15.5,-24.29,6.15,-14.47,-39.67,forehand
25,-0.47,0.48,0.45,23.44,-7.2,-20.14,7.15,-14.32,-39.61,forehand
25,-0.51,0.51,0.61,10.74,7.32,-5.8,8.2,-14.33,-39.84,forehand
25,-0.44,0.67,0.52,17.82,-2.26,12.45,8.42,-13.49,-40.3,forehand
25,-0.43,0.84,0.62,11.47,-6.16,7.45,8.2,-13.73,-39.17,forehand
25,-0.42,0.81,0.64,9.03,-2.44,-10.44,7.58,-13.43,-39.72,forehand
25,-0.36,0.65,0.64,8.91,3.48,-13,8.14,-12.61,-41.42,forehand
25,-0.35,0.64,0.61,7.32,7.45,-6.96,8.65,-12.45,-40.95,forehand
25,-0.34,0.68,0.64,7.45,4.33,-0.79,9.2,-12.52,-41.64,forehand
25,-0.34,0.7,0.63,5.98,10.62,-8.36,8.95,-12.08,-41.17,forehand
25,-0.33,0.66,0.66,7.63,7.14,-7.39,10.02,-11.82,-42.05,forehand
25,-0.33,0.68,0.65,9.77,10.68,-10.19,10.05,-11.47,-42.03,forehand
25,-0.32,0.67,0.64,11.23,3.78,-7.39,11.01,-11.73,-41.93,forehand
25,-0.31,0.68,0.65,8,6.29,-5.49,11.77,-11.05,-41.66,forehand
25,-0.3,0.66,0.65,8.42,1.77,-8,11.67,-10.56,-41.83,forehand
25,-0.31,0.72,0.74,6.1,2.32,-5.19,12,-9.97,-43.46,forehand
25,-0.33,0.74,0.69,11.66,12.63,-19.41,12.81,-9.88,-43.43,forehand
26,0.4,-0.63,0.67,-4.82,-14.16,5.8,3.96,49.51,-37.82,forehand
26,0.42,-0.6,0.77,-3.3,-15.69,10.38,3.26,49.51,-38.27,forehand
26,0.4,-0.61,0.74,-6.35,-7.57,11.11,3.08,49.41,-38.82,forehand
26,0.41,-0.63,0.72,-7.02,-13.61,13,3.49,49.41,-39.75,forehand
26,0.42,-0.64,0.74,-6.23,-13.92,18.86,3.12,48.9,-41.13,forehand
26,0.47,-0.68,0.71,-9.16,-21.24,27.04,2.64,49.44,-40.52,forehand
26,0.55,-1.21,0.67,-20.02,-40.71,42.85,2.54,49.73,-40.01,forehand
26,-0.81,-4,0.28,-461.61,51.64,283.75,2.55,48.95,-41.15,forehand
26,-3,-0.68,-0.22,-176.57,178.28,767.46,10.06,36.11,-50.76,forehand
26,-1.17,3.9,0.41,-129.09,-145.26,445.56,26.03,13.68,-46.45,forehand
26,-0.86,1.77,0.49,-60.49,-11.17,176.64,19.76,-1.9,-45.64,forehand
26,-0.39,1.49,0.95,10.13,-15.81,41.87,13.68,-5.36,-45.85,forehand
26,-0.23,0.78,0.77,1.16,33.2,-39.37,11.21,-5.79,-46.18,forehand
26,-0.14,0.48,0.73,-3.72,19.35,-26.92,14.32,-5.29,-47.27,forehand
26,-0.15,0.56,0.65,9.58,18.43,-0.43,15.45,-5.11,-47.13,forehand
26,-0.14,0.65,0.67,6.96,5.98,8.54,15.66,-5.1,-47.13,forehand
26,-0.15,0.73,0.76,-1.46,5.86,7.45,15.14,-4.65,-46.3,forehand
26,-0.12,0.67,0.69,-0.06,5.25,-2.93,15.54,-4.93,-46.36,forehand
26,-0.1,0.64,0.73,3.97,1.22,1.16,15.8,-4.58,-46.88,forehand
26,-0.09,0.61,0.71,3.48,3.42,2.69,15.41,-4.92,-46.92,forehand
26,-0.1,0.64,0.74,3.3,-0.55,8.36,15.71,-4.28,-46.9,forehand
26,-0.11,0.67,0.77,-1.95,0.43,5.37,15.8,-4.21,-46.83,forehand
26,-0.11,0.65,0.72,3.97,2.56,2.26,15.78,-4.43,-46.35,forehand
26,-0.11,0.65,0.78,-0.61,2.5,0.61,15.64,-3.96,-47.97,forehand
26,-0.1,0.62,0.72,1.83,3.05,-0.24,16.26,-4.05,-47.39,forehand
26,-0.1,0.65,0.76,0.79,-0.06,1.46,15.84,-4.31,-46.9,forehand
26,-0.1,0.63,0.74,0.85,1.71,-0.18,15.66,-4.31,-47.3,forehand
26,-0.1,0.64,0.75,3.05,0.43,2.2,16.28,-4.17,-46.39,forehand
26,-0.1,0.66,0.77,2.44,2.44,-4.64,16.37,-4.24,-46.23,forehand
26,-0.09,0.63,0.76,4.21,5.74,-5.8,16.47,-4.05,-47.51,forehand
27,0.46,-0.43,0.83,0.49,-8.3,-22.34,7.19,38.65,-46.25,forehand
27,0.44,-0.36,0.81,2.5,-10.13,-13.67,6.64,38.48,-46.91,forehand
27,0.45,-0.38,0.82,7.69,-15.14,-10.19,5.73,38.88,-46.96,forehand
27,0.45,-0.38,0.9,3.66,-8.61,-3.91,5.04,39.12,-46.84,forehand
27,0.48,-0.48,0.89,0,-14.77,3.54,4.25,39.42,-47.44,forehand
27,0.5,-0.6,0.95,1.65,-11.35,23.38,4,39.45,-46.8,forehand
27,0.58,-0.8,0.98,-18.37,-8.48,60.79,4.52,39.77,-46.7,forehand
27,0.04,-2.8,1.39,-258.48,85.02,102.6,6.62,36.78,-49.91,forehand
27,-2.32,-2.53,0.94,-210.75,204.35,724.49,17.47,23.97,-51.55,forehand
27,-1.9,1.69,0.28,-183.29,96.37,428.1,25.38,7.51,-43.62,forehand
27,-1.28,2.03,-0.95,-5.92,51.64,327.64,22.33,-5.65,-40.09,forehand
27,-0.58,1.8,0.64,-36.19,-71.9,119.51,14.98,-10.78,-40.88,forehand
27,-0.35,1.25,1.03,26.43,12.08,18.07,12,-11.44,-42.5,forehand
27,-0.23,0.7,0.69,48.65,42.05,-27.65,13.78,-10.44,-42.91,forehand
27,-0.22,0.6,0.59,23.07,33.63,-13.67,15.98,-9.55,-42.87,forehand
27,-0.19,0.72,0.55,0,17.03,8.67,17.6,-9.06,-42.57,forehand
27,-0.2,0.82,0.64,-7.63,0.55,12.7,17.19,-9.11,-42.91,forehand
27,-0.2,0.78,0.68,1.95,0.18,4.39,17.52,-9.29,-43.91,forehand
27,-0.17,0.73,0.63,8.73,3.3,-3.78,17,-9.14,-42.75,forehand
27,-0.13,0.65,0.75,14.59,5.19,-5,16.88,-8.87,-44.02,forehand
27,-0.1,0.66,0.65,21.85,9.52,-8.42,17.32,-8.08,-43.52,forehand
27,-0.08,0.63,0.64,4.46,-2.08,-2.69,17.85,-7.07,-43.18,forehand
27,-0.1,0.67,0.75,7.69,-1.65,-0.79,17.36,-7.7,-44.09,forehand
27,-0.1,0.65,0.75,4.33,-0.31,-1.34,17.74,-6.99,-44.35,forehand
27,-0.11,0.66,0.72,-3.6,-0.31,1.65,17.38,-6.87,-43.91,forehand
27,-0.12,0.7,0.68,6.9,0.43,1.77,17.46,-7.13,-44.41,forehand
27,-0.12,0.68,0.73,3.66,-3.91,-0.61,17.24,-7.24,-45.08,forehand
27,-0.11,0.66,0.75,3.3,0.61,-3.11,17.48,-7.5,-44.14,forehand
27,-0.1,0.65,0.72,2.2,-0.37,-3.05,17.55,-6.96,-44.69,forehand
27,-0.09,0.66,0.75,8.67,-0.06,-1.89,17.35,-6.91,-43.87,forehand
28,0.38,-0.86,0.54,-11.41,-3.91,-13.43,0.83,54.02,-31.4,forehand
28,0.33,-0.87,0.53,-11.47,-6.16,-5.86,0.87,53.58,-31.71,forehand
28,0.32,-0.78,0.53,-12.15,-13.12,-0.37,0.04,53.59,-32.4,forehand
28,0.35,-0.77,0.55,-20.57,-22.4,1.59,-0.52,53.48,-33.14,forehand
28,0.38,-0.74,0.57,-19.29,-30.76,3.3,-0.77,52.94,-34.14,forehand
28,0.45,-0.86,0.59,-33.63,-64.21,0.43,-2.2,52.7,-34.07,forehand
28,0.42,-1.15,0.88,-22.52,-66.96,24.23,-4.08,52.51,-37.1,forehand
28,0.3,-1.54,0.72,-49.8,-32.17,64.58,-5.29,53.04,-37.49,forehand
28,-0.28,-2.4,0.64,-358.03,63.42,182.62,-4.99,52.61,-40.16,forehand
28,-1.78,-2.91,0.52,-665.83,163.94,500.12,4.24,42.75,-50.45,forehand
28,-2.59,1.77,-0.69,-2.2,90.39,657.04,19.51,18.64,-49.41,forehand
28,-1.47,2.08,-0.62,-190.37,41.5,368.84,22.27,1.82,-42.61,forehand
28,-0.8,1.87,-0.03,0.49,-27.59,153.63,14.6,-11.54,-40.1,forehand
28,-0.46,1.49,0.55,41.93,15.5,11.6,8.8,-13.94,-41.76,forehand
28,-0.36,0.74,0.68,51.88,6.59,-52.49,8.01,-12.16,-43.76,forehand
28,-0.28,0.5,0.73,33.81,18.74,-30.21,10.35,-10.53,-43.96,forehand
28,-0.25,0.72,0.52,20.63,13.37,-1.95,11.84,-9.3,-46.53,forehand
28,-0.25,0.79,0.67,7.87,-4.64,5.98,12.18,-8.07,-45.83,forehand
28,-0.24,0.79,0.7,12.51,1.1,-9.46,12.32,-8.2,-46.5,forehand
28,-0.17,0.68,0.66,13.98,1.65,-16.42,12.61,-7.51,-47.14,forehand
28,-0.14,0.62,0.67,7.51,-1.34,-14.59,12.76,-7.36,-47.28,forehand
28,-0.13,0.62,0.71,13.67,-1.95,-9.16,13.32,-6.98,-47.58,forehand
28,-0.12,0.64,0.76,10.38,0.79,-5.13,13.31,-6.15,-47.03,forehand
28,-0.13,0.63,0.77,6.71,4.15,-1.71,13.64,-5.8,-47.01,forehand
28,-0.13,0.64,0.74,11.47,8.24,0,14.21,-5.53,-47.19,forehand
28,-0.15,0.65,0.73,2.93,5.43,-1.4,14.66,-5.15,-48.02,forehand
28,-0.14,0.64,0.74,1.04,4.15,-1.34,14.6,-5.11,-47.89,forehand
28,-0.13,0.65,0.72,5.55,3.6,-1.83,14.67,-5.36,-47.73,forehand
28,-0.13,0.63,0.72,4.33,0.24,-1.71,14.9,-4.44,-47.12,forehand
28,-0.12,0.62,0.73,5.98,-0.06,0,15.06,-4.6,-47.42,forehand
29,0.28,-0.93,0.45,26,7.69,-136.6,8.96,51.4,-35.24,forehand
29,0.28,-1.05,0.69,39.86,-8,-98.27,4.86,51.56,-36.34,forehand
29,0.28,-1.16,0.67,9.16,5.68,-52.55,1.56,52.48,-36.39,forehand
29,0.35,-0.97,0.61,-4.64,9.22,-20.75,-1.03,51.49,-35.46,forehand
29,0.34,-0.85,0.64,-5.25,-0.18,-7.26,-0.76,51.11,-34.88,forehand
29,0.32,-0.79,0.64,-4.7,-0.73,2.32,-1.49,50.63,-35.56,forehand
29,0.32,-0.72,0.65,-6.04,-7.32,9.46,-0.87,50.45,-36.83,forehand
29,0.33,-0.8,0.66,-8.97,-12.33,14.65,-1.25,50.76,-36.18,forehand
29,0.32,-0.78,0.7,-18.31,-15.44,29.42,-1.03,50.89,-38,forehand
29,0.31,-0.75,0.77,-30.46,-13.12,37.35,0.15,50.37,-38.1,forehand
29,0.3,-0.67,0.7,-33.87,-10.8,47.61,0.66,50.57,-39.77,forehand
29,0.31,-0.59,0.72,-31.62,-18.92,50.72,1.18,49.99,-40.04,forehand
29,0.35,-0.57,0.76,-32.04,-27.16,51.7,1.46,50.12,-39.72,forehand
29,0.4,-0.69,0.84,-34.24,-37.29,59.02,1.7,49.95,-41.53,forehand
29,0.39,-0.91,0.9,-45.23,-32.78,93.02,2.93,49.57,-42.92,forehand
29,0.09,-1.82,0.65,-182.68,30.33,109.01,7.35,47.28,-44.38,forehand
29,-2.13,-3.1,0.24,-611.69,84.17,578.86,16.44,26.72,-49.33,forehand
29,-2.55,2.2,-1.33,-101.75,35.4,545.17,21.91,3.26,-43.37,forehand
29,-1.15,3.8,-0.04,8.67,-72.57,236.15,10.8,-8.97,-45.39,forehand
29,-0.62,1.65,1.12,25.94,23.01,-50.78,6.56,-9.22,-46.86,forehand
29,-0.26,0.02,0.38,35.77,38.09,-76.66,10.51,-8.56,-45.94,forehand
29,-0.18,0.23,0.56,24.66,19.41,3.78,13.26,-7.13,-44.64,forehand
29,-0.2,0.79,0.53,14.4,15.69,14.83,13.71,-6.15,-45.08,forehand
29,-0.2,0.89,0.64,16.05,-1.59,3.3,13.18,-5.85,-45.61,forehand
29,-0.21,0.75,0.79,17.15,9.52,-11.96,12.99,-4.94,-45.87,forehand
29,-0.16,0.59,0.72,14.04,6.59,-9.03,13.66,-4.54,-47.64,forehand
29,-0.14,0.59,0.72,9.16,5.31,-9.83,13.83,-4.04,-46.55,forehand
29,-0.12,0.61,0.74,7.81,1.89,-10.01,14.81,-3.31,-48.13,forehand
29,-0.1,0.66,0.74,10.44,4.46,-2.26,14.67,-2.51,-48.3,forehand
29,-0.08,0.67,0.77,9.64,3.66,-6.16,14.92,-2.26,-47.75,forehand
30,0.36,-0.93,0.36,-0.18,8.18,-13.73,-0.62,56.67,-26.34,forehand
30,0.34,-0.93,0.39,-4.88,1.53,-7.69,-0.94,55.87,-25.63,forehand
30,0.36,-1.02,0.42,-9.28,-7.75,-0.98,-1.77,56.64,-27.88,forehand
30,0.37,-1.11,0.38,-26.55,-25.21,18.62,-1.42,56.69,-27.4,forehand
30,0.36,-1.1,0.49,-27.95,-28.87,39.43,-1.4,56.05,-28.34,forehand
30,0.44,-1.26,0.37,-60.18,-24.78,67.99,-0.77,56.41,-29.15,forehand
30,0.34,-1.82,0.11,-65.43,-38.82,117.68,1.81,56.19,-31.76,forehand
30,-0.23,-2.08,-0.05,-327.45,-38.09,256.71,6.04,54.97,-35.41,forehand
30,-1.89,-2.35,-0.59,-517.64,-28.69,591.43,16.74,41.6,-42.97,forehand
30,-2.34,1.84,0.06,-228.15,-24.17,509.89,24.08,12.73,-44.35,forehand
30,-1.3,2.07,0.21,-148.25,-26.43,283.75,18.27,-4.19,-42.61,forehand
30,-0.86,2.57,0.52,40.22,20.26,95.09,11.67,-9.67,-43.38,forehand
30,-0.41,1.14,0.37,16.42,36.25,-34.24,11.9,-8.4,-44.12,forehand
30,-0.29,0.2,0.51,11.47,-8.85,-23.44,13.84,-7.67,-45.21,forehand
30,-0.33,0.41,0.71,10.74,2.26,16.66,13.93,-7.12,-44.82,forehand
30,-0.27,0.78,0.65,9.7,-2.26,30.33,13.9,-7.18,-44.81,forehand
30,-0.26,0.88,0.74,9.22,-5.8,10.99,12.85,-7.35,-46.11,forehand
30,-0.27,0.74,0.74,9.95,-0.79,-3.48,12.44,-7.09,-46.29,forehand
30,-0.24,0.62,0.68,5.86,1.28,-5.49,12.35,-6.71,-46.73,forehand
30,-0.23,0.59,0.72,3.85,-1.89,2.14,12.57,-6.69,-46.04,forehand
30,-0.23,0.66,0.69,8.85,3.54,6.59,12.46,-6.23,-46,forehand
30,-0.23,0.66,0.74,7.81,2.56,4.39,13.45,-5.51,-46.33,forehand
30,-0.24,0.6,0.74,10.99,7.51,1.28,12.4,-5.3,-46.35,forehand
30,-0.25,0.6,0.73,4.09,6.77,-0.43,13.34,-5.53,-46.28,forehand
30,-0.27,0.66,0.71,9.03,5.74,-3.48,13.09,-5.25,-46.36,forehand
30,-0.26,0.68,0.74,13.67,8.42,-8.91,13.23,-4.92,-47.02,forehand
30,-0.23,0.61,0.73,12.57,6.59,-17.33,13.88,-4.09,-46.78,forehand
30,-0.2,0.55,0.77,13.31,3.85,-13.73,14.11,-3.34,-46,forehand
30,-0.18,0.56,0.8,6.84,4.58,-9.58,14.54,-3.2,-46.96,forehand
30,-0.19,0.63,0.8,5.55,7.39,-8.79,15.22,-2.81,-46.97,forehand
31,0.32,-0.78,0.71,3.66,6.96,-11.6,-2.32,47.89,-35.53,forehand
31,0.34,-0.84,0.64,1.04,5.43,-0.67,-1.84,48.35,-35.89,forehand
31,0.39,-0.97,0.59,-3.54,-3.23,13.37,-2.01,48.14,-35.8,forehand
31,0.47,-1.18,0.58,-10.62,-15.99,43.95,-2.4,48.85,-36.08,forehand
31,0.42,-1.28,0.69,-26.67,-35.71,91.55,-0.96,47.68,-35.24,forehand
31,0.36,-1.62,0.47,-15.26,-16.3,133.36,0.88,48.03,-38.88,forehand
31,-0.09,-1.63,0.53,-70.43,-43.88,223.75,4.83,48.56,-40.43,forehand
31,-0.61,-1.34,0.52,-195.31,-21,323.91,9.16,48.51,-41.61,forehand
31,-1.17,-0.7,0.32,-137.57,-26.06,438.54,18.18,41.44,-43.93,forehand
31,-1.49,-0.16,0.17,-125.61,-48.03,477.66,24.8,27.6,-41.93,forehand
31,-1.65,0.2,0.23,-84.9,-44.68,446.59,24.21,10.83,-41.82,forehand
31,-1.66,1.96,0.91,-106.63,-73.49,366.21,17.46,-2.29,-42.6,forehand
31,-1.26,2,0.9,27.28,67.38,97.41,8.02,-9.68,-42.97,forehand
31,-0.75,0.92,0.21,29.17,52.37,-40.59,5.86,-10.68,-43.18,forehand
31,-0.45,0.33,0.39,33.51,-6.53,-46.69,8.28,-9.9,-43.03,forehand
31,-0.45,0.36,0.72,20.57,-34.91,-15.99,9.9,-7.37,-45.47,forehand
31,-0.39,0.49,1.06,17.03,-32.47,-4.09,9.03,-6.57,-46.85,forehand
31,-0.37,0.54,0.89,14.16,-5.74,-8.67,9.45,-6.4,-46.02,forehand
31,-0.34,0.57,0.84,0.18,-7.81,-14.34,8.74,-6.1,-46.56,forehand
31,-0.33,0.43,0.84,5,2.5,-17.88,9.03,-5.98,-46.31,forehand
31,-0.3,0.44,0.82,12.51,4.82,-5.98,9.57,-5.91,-45.7,forehand
31,-0.3,0.5,0.8,3.48,9.03,-7.69,9.94,-5.48,-47.51,forehand
31,-0.31,0.48,0.78,2.69,4.88,-3.11,10.06,-5.04,-46.52,forehand
31,-0.3,0.5,0.82,1.1,6.04,-2.62,10.94,-5.05,-46.79,forehand
31,-0.32,0.47,0.81,-1.65,5.49,-7.08,10.4,-5.43,-46.01,forehand
31,-0.32,0.43,0.79,2.5,5.62,2.01,11.06,-4.57,-46.13,forehand
31,-0.32,0.5,0.78,2.38,2.14,-1.22,11.3,-4.59,-47.02,forehand
31,-0.32,0.5,0.82,-1.1,-1.16,0,11.4,-4.96,-46.06,forehand
31,-0.31,0.52,0.82,1.71,1.89,-2.26,11.24,-5.03,-47.02,forehand
31,-0.3,0.49,0.81,0.31,0.79,-3.91,11.61,-4.44,-47.3,forehand
32,0.36,-1.16,0.43,-27.16,-36.99,32.17,-1.56,53.22,-28.5,forehand
32,0.3,-1.25,0.42,-48.1,-41.63,71.04,-0.85,53.71,-31.91,forehand
32,0.26,-1.13,0.39,-68.48,-52.43,95.21,1.67,53.55,-33.45,forehand
32,0.19,-1.07,0.49,-80.93,-51.64,124.51,4.04,53.85,-36,forehand
32,0.1,-1.05,0.45,-86.36,-46.88,168.64,8.26,52.5,-38.54,forehand
32,-0.05,-0.91,0.42,-127.5,-66.53,222.9,13.84,49.23,-40.27,forehand
32,-0.3,-0.69,0.59,-164.98,-58.11,271.79,19.53,40.59,-41.58,forehand
32,-0.64,-0.61,0.44,-167.97,-38.88,317.99,22.19,28.5,-41.82,forehand
32,-1.1,-0.3,0.48,-187.81,-27.89,388.73,22.02,13.94,-43.77,forehand
32,-1.26,0.73,0.41,-166.99,-5.68,362,18.31,-0.94,-42.21,forehand
32,-1.23,1.94,0.96,-74.28,27.47,249.82,12.89,-10.45,-41.03,forehand
32,-0.84,1.73,0.31,45.23,80.26,77.64,11.72,-10.79,-41,forehand
32,-0.42,1.01,0.25,52.67,35.22,18.43,13.01,-10.8,-40.72,forehand
32,-0.39,0.66,0.49,19.9,-6.29,-3.05,13.13,-9.58,-41.21,forehand
32,-0.44,0.7,0.78,33.94,-27.34,-4.09,12.85,-9.08,-43.24,forehand
32,-0.31,0.61,0.9,19.04,-18.31,-16.11,12.56,-8.4,-43.43,forehand
32,-0.28,0.51,0.79,16.11,-12.82,-7.81,12.48,-7.42,-43.87,forehand
32,-0.28,0.57,0.88,7.63,-9.16,-7.63,12.19,-7.01,-43.99,forehand
32,-0.27,0.54,0.88,1.1,-0.37,-7.26,11.91,-7.25,-45.97,forehand
32,-0.26,0.55,0.8,3.72,4.52,-1.71,12.76,-6.87,-44.48,forehand
32,-0.28,0.54,0.79,-2.14,3.6,-4.27,12.76,-6.51,-44.91,forehand
32,-0.28,0.54,0.8,-0.06,5.13,-1.46,13.02,-6.42,-45.36,forehand
32,-0.28,0.55,0.76,-2.87,4.09,-5,12.92,-6.68,-45.46,forehand
32,-0.27,0.51,0.76,-3.17,2.56,-3.11,13.53,-6.68,-44.49,forehand
32,-0.25,0.53,0.76,-0.73,-0.24,-1.83,13.37,-6.49,-44.79,forehand
32,-0.25,0.53,0.81,0.43,0,-2.87,13.42,-6.21,-45.07,forehand
32,-0.24,0.55,0.79,1.28,2.75,-1.22,13.42,-6.41,-45.95,forehand
32,-0.24,0.56,0.78,0.49,1.28,-3.72,13.73,-6.15,-45.15,forehand
32,-0.23,0.54,0.81,2.5,3.72,-3.6,13.62,-6.45,-44.79,forehand
32,-0.22,0.54,0.79,1.71,4.03,-4.52,13.62,-6.16,-45.51,forehand
33,0.35,-0.91,0.62,-9.03,-17.64,4.21,-1.48,49.28,-35.63,forehand
33,0.33,-0.88,0.65,-11.78,-15.99,17.33,-1.82,49.43,-36.82,forehand
33,0.33,-0.85,0.67,-15.75,-10.5,34.79,-1.67,49.12,-36.78,forehand
33,0.33,-0.82,0.68,-19.1,-11.35,44.92,-0.88,48.97,-37.17,forehand
33,0.36,-0.89,0.64,-24.78,-20.39,67.93,0.54,49.15,-38.62,forehand
33,0.37,-0.92,0.67,-37.66,-36.74,88.5,1.37,48.44,-40.84,forehand
33,0.3,-0.9,0.71,-40.65,-45.17,107.12,1.46,49.07,-41.99,forehand
33,0.15,-0.88,0.81,-55.3,-40.1,138.79,3.3,49.85,-44.84,forehand
33,0.07,-0.71,0.65,-57.68,-20.2,155.7,6.97,49.58,-45.25,forehand
33,-0.13,-0.61,0.61,-80.99,-35.16,181.82,13.09,47.22,-43.68,forehand
33,-0.3,-0.36,0.66,-98.33,-25.09,211.49,17.9,40.87,-40.42,forehand
33,-0.39,-0.05,0.76,-156.37,-8.18,246.46,20.4,31.82,-41.46,forehand
33,-0.54,0.19,0.67,-205.08,37.48,282.96,21.25,20.29,-42.22,forehand
33,-0.69,0.55,0.54,-71.47,33.94,266.91,21.74,6.87,-41.87,forehand
33,-0.83,0.71,0.68,-60.97,47.55,256.41,21.03,-1.22,-43.04,forehand
33,-0.78,2.19,0.55,-5.74,19.23,258.12,18.13,-7.32,-40.72,forehand
33,-0.68,1.4,0.42,34.48,30.52,47.49,13.54,-10.71,-40.99,forehand
33,-0.47,1.19,0.56,45.47,-5.98,-2.62,13.44,-10.07,-43.4,forehand
33,-0.34,0.71,0.72,16.48,-12.63,-40.59,12.94,-8.84,-43.59,forehand
33,-0.26,0.43,0.8,11.05,-21.73,-23.74,13.6,-7.86,-44.41,forehand
33,-0.23,0.48,0.81,8.06,-15.44,-10.38,13.61,-6.81,-43.49,forehand
33,-0.22,0.54,0.84,0.79,-7.93,-3.3,12.98,-6.76,-44.74,forehand
33,-0.21,0.55,0.79,3.36,-1.65,-6.53,13.27,-6.59,-44.46,forehand
33,-0.21,0.53,0.77,10.07,6.47,-6.59,13.16,-6.15,-44.38,forehand
33,-0.21,0.56,0.82,4.46,4.52,-2.5,13.77,-5.87,-46.09,forehand
33,-0.23,0.55,0.8,-5.31,4.39,-2.01,14.07,-6.16,-44.82,forehand
33,-0.23,0.57,0.77,1.83,7.63,-3.36,14.39,-6.02,-45.26,forehand
33,-0.23,0.56,0.76,6.71,6.35,-4.09,14.71,-5.69,-44.47,forehand
33,-0.22,0.55,0.77,3.3,6.04,-3.48,15.83,-5.79,-44.74,forehand
33,-0.21,0.55,0.79,2.69,3.54,-2.44,15.38,-5.68,-45.83,forehand
34,0.36,-0.89,0.55,-9.03,-1.28,-23.99,-1.16,51.18,-32.92,forehand
34,0.35,-0.87,0.62,-3.48,-9.4,-19.96,-1.65,51.16,-34.29,forehand
34,0.34,-0.94,0.65,-9.95,-4.52,-8.36,-2.6,51.17,-33.7,forehand
34,0.33,-0.99,0.66,-9.89,-8.3,11.72,-3.17,50.28,-34.42,forehand
34,0.41,-1.06,0.62,-30.76,-12.76,33.39,-3.25,50.76,-34.31,forehand
34,0.4,-1.16,0.6,-41.32,-21.36,70.8,-2.38,49.51,-35.08,forehand
34,0.34,-1.11,0.55,-60.55,-33.94,125.55,-0.98,48.6,-36.88,forehand
34,0.26,-0.95,0.61,-85.45,-42.66,158.51,1.93,48.55,-40.43,forehand
34,0.16,-0.91,0.59,-105.47,-39.86,182.25,3.8,47.63,-43.46,forehand
34,-0.01,-0.78,0.68,-136.78,-35.52,226.26,12.88,41.5,-47.71,forehand
34,-0.19,-0.51,0.6,-104.25,-22.16,252.81,18.87,35.35,-45.89,forehand
34,-0.42,-0.28,0.74,-103.33,-23.8,289.18,21.74,25.37,-45.24,forehand
